0,1
503,560
0,901
53,1057
382,994
592,1057
572,1057
1057,1421
1057,1488
1057,1776
53,313
416,503
1026,1057
1057,1265
1057,1588
67,1057
1057,1805
1057,1460
1057,1351
764,1057
899,1057
1057,1161
1057,1854
1057,1462
583,901
416,1026
312,1057
901,1114
287,1057
1057,1595
1057,1823
1413,1595
1057,1164
1057,1616
1057,1722
1057,1491
255,914
1057,1768
1057,1630
1005,1057
450,1057
255,1057
227,908
811,908
503,1478
1057,1478
503,728
416,1057
811,1441
227,1740
1022,1057
932,1057
1057,1274
416,1437
808,1057
227,460
227,1347
416,652
416,1522
227,304
847,1057
951,1057
1057,1863
1057,1111
227,1222
302,330
330,439
330,1614
330,1823
330,1413
227,237
854,1057
0,416
0,255
788,1057
227,966
377,1057
1057,1448
237,811
93,227
811,887
1057,1075
668,1746
131,1746
413,1746
1369,1746
227,1059
227,1029
330,811
1057,1280
943,1057
901,1723
837,1057
1057,1063
1057,1750
1057,1470
227,543
1057,1149
431,1057
811,1159
227,1689
813,1746
227,1577
811,1287
227,597
503,879
811,947
227,833
1057,1505
973,1057
620,1789
620,1369
811,899
620,811
1164,1522
811,1670
503,1490
503,1389
227,1138
287,1522
1522,1719
802,1522
0,1522
0,323
0,1580
0,1454
581,1522
227,250
1522,1669
685,1522
0,235
0,687
0,1806
1068,1522
0,1304
1058,1522
145,1522
227,1610
0,554
1085,1522
0,1398
1522,1853
227,466
607,1057
227,1278
0,660
811,923
1057,1510
227,759
749,759
1522,1661
501,811
227,737
467,1057
227,1226
0,1567
0,1124
0,574
811,1748
564,1522
0,703
0,418
112,1522
0,291
0,1147
0,1660
811,1504
1275,1522
1522,1649
0,1311
460,811
1127,1484
330,416
0,412
1522,1581
0,1116
0,1667
227,770
0,693
0,1365
911,1522
255,1522
770,788
53,479
227,479
1762,1789
227,1762
1175,1762
1522,1681
540,1522
0,1821
0,1346
227,1592
227,594
227,1385
0,565
0,1320
227,1856
1160,1653
1019,1522
227,1457
0,24
1413,1522
606,1522
1447,1522
227,550
227,1486
0,600
227,1043
811,1060
1438,1522
227,1583
1522,1616
765,1522
1057,1209
227,715
227,1342
0,1254
1221,1522
1522,1692
701,1522
1522,1562
1327,1522
227,389
0,298
0,593
298,1522
330,1057
227,910
227,889
0,1270
0,484
877,1522
0,1200
23,1522
226,1522
256,811
0,1172
0,1678
227,502
227,979
1522,1665
0,46
0,355
294,1522
936,1522
0,1466
442,1522
1249,1522
323,1522
227,1809
1522,1675
551,1522
1522,1745
811,1830
227,284
227,410
0,1691
227,1206
227,1015
95,227
0,292
1151,1522
738,1522
1522,1851
383,1522
0,933
0,49
351,1522
0,1865
1522,1569
0,1072
185,1522
1488,1522
0,878
0,1782
0,1858
1522,1701
526,1057
1067,1522
1492,1522
1215,1522
0,977
1115,1522
1376,1522
974,1522
787,1522
227,459
449,1522
566,1057
1031,1522
941,1057
413,941
700,941
941,1256
941,1023
1522,1647
608,1522
54,1522
1522,1578
465,1522
719,1522
1522,1757
94,1057
6,1522
0,271
0,861
198,1522
0,1611
1118,1522
1522,1627
1057,1407
7,1522
1522,1788
894,1522
159,1522
0,1612
909,1522
495,1522
0,1378
0,1679
227,1224
1124,1522
912,981
227,437
102,227
1431,1522
0,1574
1522,1738
227,639
1427,1522
0,288
380,1522
1313,1522
228,1522
1182,1522
641,1522
227,1054
1522,1863
275,1485
0,488
1207,1522
0,224
227,618
227,827
619,1522
684,1522
1057,1614
0,507
227,1684
0,1500
0,1503
0,14
416,1842
1174,1842
811,1842
202,763
202,1049
0,1135
0,1402
0,680
0,115
507,1522
503,1682
0,1547
0,1485
53,205
763,1049
1253,1557
1042,1093
1614,1715
1019,1715
1019,1614
379,1715
675,1042
1042,1259
1313,1715
1447,1715
1145,1447
907,1447
1042,1128
1042,1440
1093,1440
1128,1440
1042,1165
1145,1715
964,1557
1145,1313
1042,1145
1165,1440
1093,1165
313,1557
1557,1652
1042,1734
819,1093
819,1165
107,1584
907,1145
907,1734
907,1715
1145,1734
1165,1734
1145,1165
661,1042
661,819
819,1042
0,1598
1598,1715
1715,1739
661,1165
819,1259
1614,1769
1715,1769
741,1769
379,1769
318,1557
1390,1739
1390,1715
460,1557
142,1715
1681,1715
416,1863
652,1863
326,1485
75,941
941,1316
493,1145
952,1145
941,1618
321,1715
1042,1828
1165,1828
772,1165
772,1042
1734,1828
