0,1
1,401
53,112
9,969
9,270
53,118
118,270
118,470
1,118
73,167
1,270
270,470
112,270
53,270
36,473
36,112
36,53
167,438
9,167
9,98
36,1631
112,1126
1,9
1,1126
3,112
1,167
1,1631
0,112
120,504
0,1
1,470
3,98
504,3602
90,296
90,3602
3,90
73,311
3,9
98,237
98,2472
39,120
118,120
3,120
90,118
30,36
53,3578
36,3578
1,709
3,118
3,438
90,624
0,624
0,743
36,379
39,1400
3,1208
44,916
73,1126
292,3578
3,311
1,511
22,39
22,511
73,624
1,916
36,39
438,624
44,250
624,3730
39,43
39,2890
39,743
711,743
90,167
248,743
3,500
401,1114
624,1468
401,743
1,435
435,767
22,767
39,988
36,90
22,1086
916,1114
3,531
39,916
39,378
3,73
3,445
44,388
22,388
125,388
292,388
90,531
112,768
90,768
3,767
1,767
125,292
43,1086
22,709
73,1086
1,1208
1,53
1,73
292,438
1,292
292,401
3,1908
73,292
90,292
112,292
30,378
39,44
130,144
73,130
130,560
120,511
53,147
147,438
248,401
147,269
1,445
147,767
3,2102
44,767
39,2102
445,767
3,22
3,236
236,269
147,1408
147,511
118,147
378,1208
147,465
378,465
1,378
53,465
222,378
269,378
108,147
147,1400
1,2697
39,1225
53,459
22,1918
39,1918
147,839
53,378
147,3505
130,147
378,1229
1400,3505
108,378
151,1627
151,511
43,710
39,1599
3,709
147,151
22,934
39,147
1,768
3,1269
118,768
459,768
459,511
151,768
43,147
39,850
147,1599
53,151
1,3
222,250
530,3505
53,530
39,233
43,378
105,296
530,839
22,2437
44,530
130,530
147,1912
39,1076
22,43
296,1211
3,530
108,1269
1269,1920
151,625
107,108
1,1400
1400,3730
22,1225
53,839
530,773
108,222
1,311
144,1098
138,147
144,222
108,1098
147,1098
3,511
44,465
3,192
3,250
3,249
3,1907
108,511
43,1075
3,1815
43,130
43,1130
164,222
43,105
22,138
3,378
22,107
3,2438
22,1600
107,1600
0,3
22,1397
22,98
2439,3730
22,1130
22,1077
22,83
3,839
83,147
3,467
3,3728
605,1600
15,767
465,653
22,2440
22,465
22,1400
418,605
467,3730
3,840
3,1400
3,2441
22,152
222,465
3,418
151,152
3,248
3,561
43,151
9,467
15,1909
233,1909
269,435
22,1910
3,841
147,841
15,841
151,3730
98,841
22,841
152,841
222,710
144,297
62,222
0,378
15,710
297,1209
388,1076
144,3505
90,151
98,561
22,907
22,1079
352,378
1211,2443
352,1211
1,985
53,90
1,1602
22,499
98,352
1,468
1,147
1,22
15,1211
1,98
152,1602
22,400
296,1602
22,297
22,137
22,1401
1077,1907
1,43
98,105
418,1213
1,249
3,1601
418,986
22,1399
15,43
3,310
3,364
151,987
90,437
44,437
15,2444
15,1913
22,53
53,144
1399,3730
1,44
90,222
15,144
353,1401
22,655
418,770
3,379
53,292
3,39
3,53
3,3730
53,3730
22,843
1,199
250,3728
22,606
709,768
15,709
1,2445
0,845
151,250
250,353
15,606
418,530
199,606
199,846
0,1605
62,223
22,846
22,502
118,379
22,436
711,3451
22,2446
