0,1
0,1
2,3
1,4
5,6
6,7
8,9
8,10
11,12
8,13
8,14
8,15
8,16
8,17
17,18
19,20
18,21
7,22
8,23
8,21
20,24
6,25
26,27
24,28
29,30
31,32
33,34
32,33
35,36
37,38
35,39
14,40
10,40
13,40
12,40
38,40
40,41
40,42
8,39
43,44
21,45
43,45
45,46
45,47
8,48
35,49
43,50
31,51
31,35
52,53
35,54
55,56
35,57
43,58
50,57
13,43
35,55
35,59
55,60
49,61
31,58
40,62
40,63
40,64
40,55
40,60
40,51
40,57
40,58
8,63
8,57
11,65
31,57
31,66
31,40
31,67
55,67
60,67
7,66
66,68
50,69
43,49
57,70
70,71
72,73
33,57
43,74
8,75
31,76
40,75
40,77
47,78
62,78
40,79
57,78
40,80
69,78
18,81
18,71
11,31
18,63
18,57
18,51
58,82
37,57
58,66
43,83
18,84
2,83
7,18
83,85
57,82
47,85
62,86
35,87
7,86
35,88
55,89
35,89
35,83
90,91
35,92
83,93
68,83
68,94
7,83
80,90
87,95
46,90
96,97
47,96
7,98
99,100
96,101
47,57
71,102
57,102
58,103
55,104
71,105
60,104
7,104
32,104
104,106
80,104
43,101
35,104
35,103
33,107
33,108
35,109
110,111
35,112
35,108
78,108
104,113
100,114
28,57
57,86
43,115
43,116
43,78
57,79
31,95
99,117
118,119
74,119
57,118
117,119
107,120
43,91
25,121
0,122
95,123
124,125
35,123
35,126
35,127
43,128
8,119
108,123
60,123
71,123
35,111
84,123
31,129
7,123
29,130
98,125
62,102
102,116
68,123
68,78
29,131
35,98
35,132
35,133
35,80
102,134
132,134
8,108
61,135
136,137
95,136
18,119
43,89
18,138
43,59
43,87
18,110
8,31
37,85
104,139
37,100
100,102
37,60
37,80
43,140
43,73
43,126
123,134
123,139
57,104
62,104
104,134
57,141
31,142
98,143
104,143
120,143
102,108
47,80
80,94
47,144
62,94
94,144
94,108
47,95
94,95
5,145
43,104
31,43
35,146
8,135
8,147
8,148
8,149
8,150
8,151
8,152
8,134
7,8
8,153
8,120
0,134
2,154
2,57
35,155
50,100
33,100
35,72
8,156
18,157
104,128
0,158
71,159
7,128
35,128
160,161
71,162
31,163
7,57
40,119
40,131
40,164
40,165
40,156
40,166
40,167
40,168
40,133
55,153
55,169
55,170
55,171
50,156
7,163
102,172
66,153
25,31
95,162
8,19
8,164
8,60
31,154
31,108
31,173
49,174
84,102
37,127
18,108
160,163
37,108
62,175
62,160
40,176
163,177
163,176
31,174
31,176
163,178
31,178
95,163
40,179
176,179
179,180
179,181
40,89
182,183
62,173
62,154
40,184
146,184
31,184
184,185
139,184
102,176
185,186
96,184
96,102
40,185
62,184
102,187
174,188
108,184
7,188
40,85
40,187
100,189
174,190
102,191
148,192
189,192
77,190
108,189
102,189
40,191
148,193
193,194
19,175
60,175
148,175
119,175
131,175
85,175
96,175
71,175
57,175
7,175
175,195
175,196
175,197
175,198
175,199
175,189
175,191
175,200
175,187
175,201
175,184
175,202
175,179
175,180
175,176
175,183
174,175
165,175
203,204
103,203
183,203
143,188
2,184
2,31
57,198
62,198
62,183
100,198
193,198
193,205
193,206
122,203
120,190
128,203
100,183
100,207
45,62
87,100
19,198
102,131
198,208
102,209
35,208
198,209
100,175
67,100
31,197
100,210
208,211
210,212
92,210
84,210
188,198
213,214
102,214
81,102
43,213
102,167
108,213
66,214
40,214
40,215
102,126
61,214
175,216
175,215
175,217
123,218
62,126
55,102
55,213
50,214
18,174
18,214
102,174
174,213
143,184
213,219
31,219
31,143
175,220
97,102
119,221
40,221
40,222
40,96
35,221
35,220
65,211
95,223
222,224
35,213
175,222
175,225
160,220
43,225
203,220
25,226
210,227
100,213
228,229
95,230
95,231
102,220
19,102
85,102
65,102
102,184
5,211
7,102
62,201
92,102
8,232
102,232
8,96
8,189
165,233
33,68
190,234
68,184
2,131
0,29
40,172
102,165
62,91
96,227
135,190
190,235
31,236
8,234
96,190
175,232
8,100
47,51
47,174
8,176
8,174
40,173
11,174
11,167
11,80
87,219
8,208
51,102
47,219
143,221
143,194
190,236
94,219
94,167
87,143
143,237
174,238
143,239
235,238
11,89
22,143
47,143
8,143
143,240
102,143
8,215
193,241
193,208
181,193
31,242
203,240
143,226
8,243
190,244
210,245
87,232
33,241
18,232
94,142
31,87
210,232
246,247
175,247
210,231
62,248
40,249
40,247
40,250
50,85
211,251
33,211
143,246
50,203
52,252
8,250
43,47
7,253
0,254
102,255
203,256
75,257
258,259
255,260
80,203
255,258
50,259
203,261
102,259
253,262
40,255
35,253
157,263
5,121
5,35
40,264
5,95
47,203
210,250
203,265
259,266
255,266
11,259
190,262
11,100
50,266
148,267
5,139
102,266
68,253
47,211
175,268
18,264
211,253
175,269
175,266
68,270
271,272
47,255
47,273
143,259
102,264
221,262
197,255
102,269
175,255
238,262
102,227
100,270
19,274
7,275
262,276
139,277
126,259
198,278
198,259
40,100
40,279
253,280
67,276
33,281
175,282
175,283
219,270
40,269
66,219
66,255
35,284
220,285
31,100
131,188
219,220
2,220
176,180
180,259
259,286
50,287
78,165
78,255
78,259
67,203
134,288
78,203
203,275
203,270
43,289
26,220
290,291
68,292
68,103
8,259
113,123
62,289
31,290
35,235
35,290
50,293
210,259
294,295
210,287
210,283
203,287
203,283
5,220
190,296
69,123
52,290
203,297
219,288
210,264
210,220
33,276
276,298
51,299
66,211
49,276
180,203
31,183
192,232
62,300
7,288
8,298
5,87
137,301
293,302
204,303
7,154
251,276
210,211
49,287
66,142
211,227
120,227
66,163
66,131
60,227
227,303
304,305
66,171
171,276
208,298
66,174
5,306
50,306
5,298
50,276
78,276
280,307
192,301
66,306
280,301
59,307
174,308
71,309
188,301
183,276
35,210
211,302
35,154
192,310
33,35
193,295
127,210
62,295
193,311
50,127
131,193
247,282
127,235
262,307
35,298
18,301
102,298
227,312
307,313
190,276
50,211
262,310
192,279
253,313
297,302
262,314
262,315
50,58
50,313
33,313
307,314
8,314
8,315
314,316
123,317
33,285
47,313
33,317
175,310
175,305
175,298
175,318
175,299
143,192
66,281
175,314
175,315
33,296
211,288
87,296
253,307
82,312
102,317
143,287
153,213
93,319
213,281
87,193
143,289
26,193
31,175
43,98
50,143
227,314
143,320
40,183
192,314
8,131
143,321
280,322
51,94
102,323
175,323
296,324
43,298
50,323
77,325
143,280
62,66
33,323
33,322
306,324
33,318
318,324
33,87
203,326
51,327
323,328
61,77
71,290
8,293
8,317
127,328
8,77
37,51
8,51
8,329
50,51
8,85
50,330
37,287
331,332
8,261
8,287
11,287
61,259
127,323
77,312
302,315
66,89
127,333
33,334
8,281
318,332
280,331
314,335
332,335
307,332
35,188
328,332
322,332
35,74
127,220
102,315
40,307
280,336
33,312
259,336
307,310
8,307
259,337
253,310
190,314
102,310
190,334
49,310
33,310
8,310
203,338
33,52
52,339
52,307
52,304
52,340
47,310
318,337
259,341
310,316
96,337
33,342
33,298
208,343
7,31
46,77
55,344
317,344
31,62
33,43
307,331
5,276
52,345
313,332
234,346
227,313
337,347
94,313
7,348
318,348
307,316
43,307
262,316
190,346
253,316
253,336
190,316
253,301
262,280
262,271
280,316
26,183
211,262
5,349
298,350
298,349
238,348
262,351
253,352
102,133
316,318
280,351
61,353
315,354
280,315
102,352
271,315
98,348
127,171
232,320
5,251
2,50
62,355
356,357
31,262
288,358
68,348
68,154
85,288
322,339
262,331
2,307
11,359
234,262
127,356
174,356
59,193
102,313
102,359
102,157
11,315
315,331
307,336
130,296
101,322
190,322
87,322
47,306
62,73
208,241
49,265
307,315
296,348
259,271
247,296
293,338
123,322
96,348
276,307
276,360
276,361
96,315
127,343
362,363
280,306
253,306
333,363
87,211
74,312
208,364
74,322
18,330
18,364
74,211
87,357
71,336
8,365
8,357
211,223
285,366
201,285
366,367
35,360
8,211
287,367
143,326
96,326
141,143
143,368
73,211
143,369
305,370
143,358
322,371
143,282
307,372
143,337
247,373
102,374
241,371
102,364
43,173
43,372
339,367
94,364
43,371
367,371
8,370
43,364
8,367
370,371
371,374
371,375
375,376
71,334
154,334
87,334
102,377
175,373
247,374
334,367
348,378
331,351
97,334
40,379
40,370
49,334
40,380
